,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
84816,юр. лицо,списание средств,4185.38,наличный,Могилев,МаксБанк-EZRW-785,23-08-2001,18:45:44,успешно,да,147.42
84820,физ. лицо,списание средств,283.05,безналичный,Витебск,МаксБанк-LXSY-393,28-12-2022,14:38:16,успешно,да,27.88
84839,юр. лицо,списание средств,2133.28,безналичный,Гродно,Белинвестбанк-DEYK-239,30-10-2024,14:18:12,недостаточно средств,да,122.23
84843,юр. лицо,списание средств,3009.54,безналичный,Гродно,Белинвестбанк-HBVQ-637,11-08-2012,20:19:35,успешно,да,38.47
84847,физ. лицо,списание средств,885.74,наличный,Витебск,Приорбанк-LZHN-888,31-01-2024,14:33:46,успешно,да,16.61
84850,физ. лицо,списание средств,3501.01,безналичный,Минск,МаксБанк-ABJZ-866,23-11-2016,08:14:27,успешно,да,346.13
84855,физ. лицо,списание средств,2853.21,безналичный,Гродно,МаксБанк-GJGX-035,28-10-2023,20:35:37,успешно,да,129.65
84858,физ. лицо,списание средств,980.97,наличный,Гомель,Беларусбанк-TFSI-647,04-03-2013,17:39:58,недостаточно средств,да,28.73
84866,юр. лицо,списание средств,652.36,безналичный,Минск,Приорбанк-SDRJ-389,25-05-2002,20:41:39,успешно,да,64.23
84876,физ. лицо,списание средств,818.82,наличный,Гомель,Беларусбанк-PIOP-631,25-06-2016,10:47:01,недостаточно средств,да,66.29
84878,физ. лицо,списание средств,1862.11,безналичный,Могилев,Белинвестбанк-KQWT-842,12-12-2022,16:53:34,успешно,да,168.42
84882,юр. лицо,списание средств,4145.79,наличный,Гродно,БелАгропромбанк-IABT-788,22-02-2005,13:09:29,неправильный ввод пин-кода,да,65.02
84885,физ. лицо,списание средств,3503.09,наличный,Могилев,МаксБанк-MRBU-522,23-11-2000,19:44:48,неправильный ввод пин-кода,да,91.3
84886,физ. лицо,списание средств,1538.31,наличный,Брест,Беларусбанк-MFMD-494,26-08-2003,08:59:06,успешно,да,60.32
84905,физ. лицо,списание средств,4496.35,безналичный,Гомель,МаксБанк-RRNF-892,14-07-2010,12:47:31,недостаточно средств,да,151.56
84909,юр. лицо,списание средств,1425.35,наличный,Могилев,Беларусбанк-YJIK-146,20-11-2019,06:35:13,недостаточно средств,да,36.61
84922,юр. лицо,списание средств,4610.52,наличный,Гродно,Беларусбанк-TQLC-771,26-07-2018,05:13:49,неправильный ввод пин-кода,да,80.31
84931,физ. лицо,списание средств,4291.28,наличный,Брест,БелАгропромбанк-BQNK-590,17-02-2016,05:03:57,успешно,да,425.0
84936,юр. лицо,списание средств,561.57,наличный,Гомель,БелАгропромбанк-LUAC-889,26-11-2007,01:27:17,неправильный ввод пин-кода,да,44.67
84938,физ. лицо,списание средств,2581.61,наличный,Витебск,Белинвестбанк-JBLA-757,01-08-2010,05:12:19,неправильный ввод пин-кода,да,84.39
84940,юр. лицо,списание средств,2078.06,безналичный,Брест,Белинвестбанк-JEEN-459,02-07-2015,15:47:22,недостаточно средств,да,116.42
84946,физ. лицо,списание средств,3654.12,наличный,Минск,МаксБанк-YGRU-111,28-05-2008,22:12:00,недостаточно средств,да,183.39
84952,юр. лицо,списание средств,4425.53,наличный,Могилев,Белинвестбанк-SHKL-330,31-08-2006,00:24:00,неправильный ввод пин-кода,да,224.96
84953,юр. лицо,списание средств,4627.17,наличный,Брест,Беларусбанк-QHTR-039,09-01-2015,14:40:58,недостаточно средств,да,363.48
84969,физ. лицо,списание средств,2438.84,безналичный,Гродно,Приорбанк-FPDW-581,12-08-2001,00:40:56,неправильный ввод пин-кода,да,207.36
84972,физ. лицо,списание средств,4142.68,безналичный,Гомель,Беларусбанк-XPFS-982,06-04-2018,01:40:19,недостаточно средств,да,156.37
84978,физ. лицо,списание средств,3747.57,безналичный,Могилев,Беларусбанк-OTQT-540,02-02-2003,21:21:08,успешно,да,82.33
84987,физ. лицо,списание средств,1684.75,безналичный,Минск,Белинвестбанк-ZNRT-471,01-03-2002,23:14:06,успешно,да,157.04
84989,юр. лицо,списание средств,2146.21,безналичный,Могилев,Белинвестбанк-JKVC-721,13-06-2019,01:49:48,успешно,да,108.72
84991,физ. лицо,списание средств,2047.8,наличный,Гродно,БелАгропромбанк-NJUJ-687,05-04-2004,22:36:18,успешно,да,172.33
84992,юр. лицо,списание средств,979.12,безналичный,Гродно,Беларусбанк-HBED-425,25-05-2005,02:03:36,неправильный ввод пин-кода,да,10.88
84995,физ. лицо,списание средств,3360.07,наличный,Минск,Белинвестбанк-CEVQ-812,01-06-2017,02:22:46,недостаточно средств,да,98.63
84998,юр. лицо,списание средств,279.23,безналичный,Гродно,Белинвестбанк-PGMU-399,18-11-2020,13:46:37,успешно,да,11.35
84999,физ. лицо,списание средств,4265.57,наличный,Гродно,Белинвестбанк-TUUA-216,21-12-2008,06:08:28,неправильный ввод пин-кода,да,417.59
85000,юр. лицо,списание средств,3678.45,безналичный,Гомель,Белинвестбанк-KKUI-017,15-05-2009,09:27:18,недостаточно средств,да,240.19
85006,юр. лицо,списание средств,403.24,безналичный,Витебск,Приорбанк-HVKB-984,06-11-2007,16:01:43,неправильный ввод пин-кода,да,34.87
85012,юр. лицо,списание средств,1429.01,наличный,Гомель,БелАгропромбанк-KETC-451,30-11-2007,08:39:49,неправильный ввод пин-кода,да,45.94
85026,физ. лицо,списание средств,3959.4,наличный,Гродно,МаксБанк-YLCH-724,28-02-2009,18:34:02,недостаточно средств,да,225.12
85033,юр. лицо,списание средств,2351.04,безналичный,Брест,Беларусбанк-QIRS-940,16-01-2004,21:26:02,успешно,да,155.95
85040,физ. лицо,списание средств,2104.23,безналичный,Минск,Приорбанк-JWFT-155,26-03-2015,21:30:42,неправильный ввод пин-кода,да,26.64
